review,sentiment
"I didn't really expect much of this movie, I got it in a pack of 5 movies that were all pretty awful in their own way for under a five, so what could I expect? and you know what I was right, they were all terrible, this movie has a few (and a few stretches it) interesting points, the occasional camcorder view is a nice note, the drummer is very like a drummer, ie damn annoying and, well, that's actually the problem that its just so boring, in what I can only assume was a Try to create tension, a whole lot of nothing happens and if it does its completely boring (I had my thumb on the quick forward button, ready to press for most of the movie, but there was an attempt) and seriously the lead singer of the band that look great because they don't half mention how beautiful he is a hell a lot, I thought he saw a bit like a meercat, all this and I didn't even mention the killer, I won't even go into it, it's just not worth explaining. Star and London are just the only reason to see this, and with the exception of London (which was actually quite funny) it wasn't because of her acting talent, I certainly saw much worse, but I also saw much better.",negative
"I bought this movie at Blockbuster for $3.00 because it sounded interesting (a bit Ranma-esque, with the idea that someone pull around a skeleton), because there was a nice girl in a mini skirt on the back, and because there was a limited view sticker on it. I thought it would be a sweet or at least sincere coming of the age story with a strange indie edge. I was 100% wrong. <br /> <br /> <br />After I saw it, I have to ask myself how it got the restricted stickers, as there was hardly any dirty language, little violence, and the next thing to nudity (Honestly! I usually don't go around to hope it!) is when the girl is in her nightgown and you see her panties (you see her panties a lot in this movie because no matter what, she wears a miniskirt of any kind). Even the anti-religious humor is tame (and lame, caricatured, insincere, derived, unoriginal, and worst of all not funny in the least - it would be better just to hear Ray Stevens ""Would Jesus wear a Rolex on his TV Show). This would hardly be considered PG-13 (it's not rated), but Blockbuster refuses to rent someone under 17 years this - as if it was pornographic. Any little child could go there and rent the edited version of Requiem for a dream, but they insist that Zack and Reba is worse. <br /> <br />It's, but not in this way. <br /> <br />In a way, that worries me - the only thing that could offend people is the idea of suicide at the beginning. If someone needs to see movies with honestly portrayed Suicides (not this, but better like The Virgin Suicides), they are teenagers. If both movies were classified as R purely because of the suicidal aspect, then I have little chance of writing a story in a PG-13 movie (the main characters are eleven and a half and twelve). Suicide is one of the three leading causes of death among teenagers (I think it's number 2), so the chances are that most teenagers are affected or will be.",negative
"The plot is about the death of young children. Hopper is the one who has to investigate the murders. During the movie it seems that he has some problems with his daughter. At the end of serial killers are caught. That's it. But before you find out who dunnit, you need to see some terrible actors from all actors. It's incredible how bad these actors are, including Hopper. I could go on like this, but that's too much waste of time. Just don't see the movie. I warned you.",negative
"Have you ever seen a movie that has lost the plot? Well, that didn't even really have a beginning. <br /> <br />Where to start? The painfully laborious scenes of our heroine sitting around the house without really a sense of threat or even foreshadowing that were created even during the seemingly constant thunderstorm (which strangely never actually belonged to the house-sized double glazing)? The house, which seems to be only a few miles away from a city, is still several hours away on foot(?) or the third girl, who has no purpose in order to the plot except to deliver a surprisingly fast Gory murder, how the tedium becomes intolerable? Or even the beginning, which suggests a spade of 20+ killings in the area, although it is obvious that the killer never dares far from home? Or the bizarre ritual with the salt & pepper, which quite a lot captures most films inherent lack of direction. <br /> <br />Feel a leading actress who can't act, but at least is ready to take some totally irrelevant naked shower scenes and this video is really nasty, but not in the way you hope. <br /> Given a simple ban in Britain in the 1980s (especially because of a last surprising over extended murder), it offers nothing but curiosity value and a classic 'daft' murder (no worry-their telegraphed at least ten minutes before). <br /> After a walk in the woods, our victim comes to a fairly steep upside that they obviously fight. Halfway through them, a figure at the top dressed in black and branding a large one. Scythe. What do they do? Slide down and walk like the rest of us? No, of course not- they fight up and comfortably stand nice and upright in front of the murder weapon. <br />It's really just a movie as they say..",negative
"Okay, so this series takes the route of 'here we go again!' week in, week out David Morse character helps out of his ride, which is in a little bit of a cucumber - but what's wrong with it!? David Morse is one of the greatest character actors out there, and certainly the coolest, and him in a series of David Koepp - a great writer - is heaven!!!<br /><br />Due to the lack of love for this show by many, I can't see it going to a season series - but you never know? made it beyond this blufft me - let's hope something good can do it beyond a first series!!!",positive
"After sitting through this dung heap, my husband and I wondered if it was actually the product of an experiment to see if a computer program could produce a film. It was this listless and formulaic. But the US propaganda thrown in your face during the film proves - disappointing - that it is the work of man. Call me a conspiracy theorist, but quotes such as: ""We must steal the declaration of independence to protect it"" seem like means to justify actions such as the invasion of Iraq, etc. The fact that Nicholas Cage lines like: ""I would never use the declaration of independence as a negotiating chip"" with a straight face made me and my husband ask if the entire cast took Valium in front of every scene. The ""reason"" behind every plot and new ""Klue"" is really ridiculous and impossible to follow. And there is also a bonus page plot by Misogyny, with Dr. Whatever-Her-name-what of all involved for ""Never Shutting up"". She is clearly in the movie only for looks, But they felt the need to hit a ""Dr."" title on her character to give her some gravity. At one point Cage's character says, ""Do you never keep still?"" and the camera whistles at her as she is a child, poutil looking down. Really grotesque. The only advantage for this movie was that it is so amazingly bad, you get a few laughs out. The really creepy thing is that a majority of people who seemed to see the movie with us enjoy it. Scary....",negative
"It had all the clichés of movies of this kind and no substance. The plot went nowhere and at the end of the movie I felt like a fool for it to see. The production was good, but the script and drama were B film quality. The casting was bad because it was good actors mixed with crumbling actors. The good actors did not hold their own nor raised them the others. <br /> <br /> This movie is not worthy more words, but I will say more to meet the minimum requirement of ten lines. James Wood and Cuba Gooding, Jr. play cartoons of themselves in other movies. <br /> If you are looking for meaningless entertainment, I would still not recommend this movie.",negative
"This film is based on Han Suyin's book ""A Many Splendored Thing"" and deals with racial relations between Asians and whites, a theme that comes from Hans' personal experiences as an Eurasier growing up in China. This background and the beautiful Hong Kong settings give this love story a unique and quite daring atmosphere for their time. <br /> <br /> <br />Other than, the story is a stereotype romance with a memorable song that is most more remembered than the most the most. The beautiful Jennifer Jones sees the role and gives a wonderful, Oscar nominated performance as a doctor of the mixed race during the arrival of Communism on mainland China. William Holden never saw better play a romantic guide as a journalist about war-destroyed regions in the world. The spectacle is first class, and the chemistry between the two lovers ensures for some real moments of silver canvas affection to melt the hearts of those who are romantically inclined. 50's Hong Kong, especially the hills overlooking the harbor where the two lovers spend their most intimate moments. The end is a real tear-jacker. Some like sentimental romances Passé, but for those who enjoy classic Hollywood love stories, this is a shining example.",positive
"Of all the movies I've seen, this one, The Rage, has had to be one of the worst. The direction, LOGIC, continuity, changes in plot script and dialogue has made me scream in pain. ""How could a person get so fucked up with something?"" Gary Busey is known for his ""B"" movies, but this is a safe ""W"" movie. (W=waste). (W=waste). For example, take: about two dozen FBI & local law enforcement around a trailer house with a jeep wagoneer. Inside the jeep is MA and is ""confused"" why all the cops are about. Inside, this is one of the worst movies I've seen. The cops blow themselves on the jeep with Gary and the company that blow up on them. The cops fall like dominoes and the jeep with Gary drives around in circles and are not hit by a single bullet/pellet. MA gets killed and Gary doesn't seem to have noticed-damned that the guy is tough. Really a miracle, not because the six shooter has held 300 bullets, there is such a miracle.",negative
"I had heard good things about ""States of Grace"" and came with an open mind. I thought that ""God's army"" was fine, and I thought that maybe Dutchman as a filmmaker improved and matured. The film began with a shaky acting, and I thought ""good, maybe it gets better."" Unfortunately, it never did. The picture begins with the introduction of two elders - Mormon missionaries - and it seems that the audience will learn to know them and grow to take care of them. Instead, the story degenerates into a very Unlikely series of unfortunate events that show the manifest disobedience of the missionaries (something that indisputably exists, but rarely on the level that Dutcher represents), and it almost becomes a laugh. <br /> Dutcher's only success in this film is his successful alienation of his target audience. By unrealistically and imprecisely portraying the life of the Mormon missionaries, Dutcher achieves nothing but to annoy his overwhelming Mormon audience. The film in no way reflects reality. Missions are nothing like what Dutcher shows (which I myself have served on a Mormon mission, I can testify to) and the gang life in California certainly contains much more explicit language than the occasional mild vulgarity. <br /> <br />The conclusion that I assume they should touch the audience and inspire them to believe that forgiveness is available to all was both incredible (c'mon, the whole mission gathers to see these elders home -- and the mother and the girl are right next door. Next time, Dutcher, try to make a movie that SOMEONE can identify with.",negative
"I thought that if I had worked hard, if I had pride and had never given up, I could also have the American dream, the house, a couple of kids, a car, everything to call my own. I noticed, however, without a degree in something (as opposed to my father who quit in the ninth grade) and a keen sense of greed and laziness, you can't go anywhere. <br /> <br /> <br />I would like to know if anyone has this movie on DVD or VHS. It's done for television, and I just did it for TV, and I just did it. I would like to show my friends, my pseudo-friends, family and other relatives, see what they think and remind them that the Americans would work once for the sake of honor and that we had pride in what we have achieved! I think the feeling is still there, but in a heavy downward spiral with so many things being done abroad...",positive
"As a disclaimer I have seen the film 5-6 times in the last 15 years, and I only saw the musical this week. This allowed me to judge the film without being tainted by what was or was not in the musical (however, it stained me when I saw the musical :) ) <br /><br />I actually think Michael Douglas worked pretty well in this role, along with Kasey. I think her 'Let Me Dance for You Scene' is one of the best parts of the movie, a rewarding addition compared to the musical. in the movie are much superior to the musical, as well as the cast, which is at least 10 times larger (lighter in the movie of course).The decors, the lighting, the dancing and the singing are also much superior in the movie, what is to be expected, and was actually delivered. <br /> <br />The songs that were in common with the musical are better made in the movie, the new ones are pretty good, and the whole film simply delivers more than the musical in my opinion, especially compared to a musical that has few decors. The one bad point on the movie is the obvious cuts between the actors speak, and dubbing speaker during the vocal cuts for some of the characters, but their dance is impeccable, and the end product was more fun than the musical",positive
Protocol is an incredible movie whose only salvation is grace that it is Goldie Hawn along with a good cast of supporting stars. The story revolves around a ditzy cocktail waitress who becomes famous after accidentally losing the life of an Arab dignitary. The story goes downhill halfway through the movie and Goldie's charm does not save this movie. Unless you are a Goldie Hawn fan don't get out of the way to see this movie.,negative
"I have no idea how this movie could be classified as a drama. If I were John Voight and Mary Steenburgen, I would try to delete it from my resume. It was as historical as Xena and Hercules. Abraham and Moses were reported in Noah. Lot, Abraham's nephew, Lot, appeared thousands of years before his birth. Canaanites wandered the earth... really? What did the screenwriters think? Was it just ignorance (""I remember something about Noah and animals, and Lot and Canaanites and all of them) the stuff from the Sunday school) or did they try to offend the maximum number of people on the planet as possible - from Christians, Jews and Muslims, to historians, archaeologists, geologists, psychologists, linguists ... in fact, no one was offended? Anyone who even had a Modicum taste would have waved at this!",negative
"Preston Sturgis' THE POWER AND THE GLORY was invisible from the public for almost twenty or thirty years until the late 1990s when it reappeared and even appeared on television. Meanwhile, it had gained popularity because Pauline Kaels THE CITIZEN KANE BOOK had proposed that the Herman Mankiewicz - Orson Welles script for KANE was based on Sturgis' script here. As mentioned at the beginning of this thread for the film on the IMDb website, Kael persuaded her case. <br /><br /> about six narrators who alternately deal with the life of Charles Foster Kane: the weekly newspaper (representative Ralston - the Henry Luce Klon), Thatcher's memoirs, amber, Jed Leland, Susan Alexander Kane, and Raymond the Butler. Everyone has his or her other inclination on Kane, reflect their belief or disappointment or hatred of the man. And of course everyone shows his or her own mistakes when they tell their version of Kane's story. This method also leads to frequently overlapping re-tellings of The same incident. <br /> <br />This is not the situation in THE MOTOR AND THE GLOCK. Yes, like KANE it is a legendary business leader - here it is Tom Garner (Spencer Tracy), a man who rose from below to the top of the country's most successful railway system. But there are only two narrators - they are Garner's right man Henry (Ralph Morgan) and his wife (Sarah Padden). This restricts the almost three-dimensional view that we get in times of Kane in Garner. Henry, when he tells is His wife is like the voice of the skeptical public - she only sees the mistakes in Henry. <br /> Typical example: Although he has worked up, Tom becomes more and more anti-work in his later years. Trade unions are troublemakers, and he does not care about being slowed down by her Senanigans. Henry describes Tom's confrontation with the Union in a great walk, and how he dealt with it to the detriment of his home life. But Henry's wife reminds him of how Tom used cripples and violence to end the strike (seemingly blow up the Union headquarters - killing many people).So we have two views about the man, but one is pure white and one is pure black. <br />I don't really knock THE POWER AND THE GLORY because I don't duplicate KANE's success (few movies do that - also all the other films by Orson Welles), but I'm aware that the story is presented well enough to keep the interest to the end. Moore as his wife Sally, the tragedy of the couple's worldly success is fully brought home. <br /><br />When they get married, Tom wants to do well (partly) to his wife and family the benefits he never had. But in America's great business success comes at a price. Tom engages deeply with the operation of the railroad empire (he expands it and constantly improves it). But it takes him away from home too much, and he loses contact with Sally. And he also notices Eve (Helen Vinson), the younger woman who When Sally learns of his unfaithful behavior, it destroys her. Similarly, Tom also gets a full shock (which makes him a martyr in the eyes of Henry). Eva marries Tom and introduces him to a son - but it turns out that it is Eve's son of Tom's son Tom Jr. (Philip Trent). The discovery of this incestuous Cuckolds causes Tom to shoot himself. <br />The film is not a total success - the action sometimes jumps unconvincingly. But it makes the business seem real (note the film is not a complete success). Scene when Tom told his board of directors about his plans to buy a small rival train line, and he discussed the use of promissory notes to finance the plans. Sturgis came from a rich background so that he could bring this kind of detail. So on the whole it is a first prize film. No CITIZEN CANE maybe, but of interest to movie lovers as an attempt to commercial realism with social comments in Depression America.",positive
"Average (and surprisingly tame) Fulci giallo, which means that it's still pretty bad, but through its solid construction and some nice touches like a proper time twisting on the themes of visions and psychics. <br /> The known weaknesses of the genre are in full swing: banal dialogue, wooden action, illogical points of action. And the finale goes far too long, while the denouement proves to be a rather lame or should I say: limp affair.<br /><br />Fulci's ironic handling of Giallo norms is Amusing, but. Yellow clues, wherever you look. <br /> <br />3 of 10 limping killers",negative
"Back to the 36th Chamber is one of those classic Kung Fu films that Shaw produced in the 70s and 80s, whose genre corresponds to the Spaghetti Western Hollywoods, and the protagonist Gordon Liu, the counterpart to the Western Clint Eastwood. Digitally remastered and a new print for the Fantastic Film Fest, which is ""Presented in Shaw Scope"", just like the good old time. <br /> <br />This film is a simple story of good and evil, told in 3 acts, which more or less summarizes the narrative The martial arts films of that time. Act One sets the premise. Workers in a dyeing shop of a small village are unhappy with their lot by lowering their wages by 20% by arriving Manchu gangsters. They can't do much about their exploitation because none of them is skilled in martial arts to take over the gangsters, and their boss. First, they had a small success in getting Liu to imitate a highly qualified Shaolin monk (one of the best comedy sequences), but their uproar was suspended when they pushed. the limit of credibility by imitating one too often. <br /> <br />Act Two shows the protagonist who wants to come back to the mob. But without real martial arts he embarks on a journey to Shaolin Temple to try, infiltrate and learn martial arts on the sly. After some slapstick moments, he is finally accepted by the abbot (who he embodied!), but is disappointed about the teaching methods - somehow like Mr. Miyagi's style in Karate Kid, but instead of painting fences, he gets to build fences, he gets Scaffolding around the temple. Nothing can keep a good man down, and he unknowingly builds strength, perseverance and learns kung fu the unorthodox way. <br /> <br />Act Three is where the fight begins. With kitschy sound effects, every obvious contact on film is given the maximum effect treatment. But it's rather refreshing to watch the fighting scenes here, with its far-angled shots to highlight clarity and detail between the sparring partners, and the use of slow motion only stunts in presenting You may find the speed of the fights a bit too slow, with some pause in between the trains, but with Yuen Where Ping and his style ad-Nausem used in Hollywood strips, they certainly won't make battle scenes as they are used to! Return to the 36th Chamber gets a replay on Monday, so if you're playing for a nostalgic journey on the reminder track, what are you waiting for?",positive
"***SPOILERS*** Also in real life as well as in the movie it is known that many young men who are brought with a gun or a rifle into a war zone live in their hands. The case of young and innocent people who never handle or fire a gun, Jimmy Davis, Franchot Tone, has been repeated thousands of times over the centuries when men, like Jimmy Davis, are forced to take weapons for their country. <br /> <br />Jimmy, who wanted to be thrown first out of the US Army but was encouraged to stay by being strapped. in the mouth, by his good friend Fred P. Willis, Spencer Tracy, landed on the front lines in France. With Jimmy's unit tied to a German machine gun nest, he hand-held it out of the commission to bring about half a dozen German soldiers out of the security of a nearby church tower. It was when Jimmy shot down the last surviving German who raised his arms in surrender, that an artillery shell hit the tower seriously injured. <br /><br />Recovery of his wounds in an army hospital Jimmy fell in love with US Army Volunteer nurse Rose Duffy, Gladys George. Rose was really in love with Jimmy's good friend the happy going luck Fred despite his disgusting antique to her. It's when Fred was lost during the battles at the Western Front that Rose, thinking he was killed, fell in love with and later married Jimmy. When Fred appeared unexpectedly in the French city where Jimmy, now fully recovered from his wounds, was stationed at things very sticky for him and Rose who had Jimmy's proposal with her already accepted! <br /><br />With WWI over and Jimmy marry Rose Fred, who is still in love with her, left a bitter and angry young man. It was almost by chance that Fred ran Jimmy on the streets of New York City and discovered to his shock and surprise that he had become totally of the meek and nonviolent person he knew before he was sent to war on the European West Front. Smug and sure that he had become, and his ability to shoot a gun, Jimmy A top mobster in New York City's underworld! Not only that, but when Fred found out later that his wife Rose had no idea what Jimmy was really involved with and told her that he was working as a law enforcement and offensive insurance consultant. <br />Jimmy's criminal life came full of circles when, after learning about his secret life, Rose had told him to the police to stop him from committing a ""Valentine Day"" like a massacre with his gang members dressed as cops, his rival mobster. Jimmy came to his senses and admitted his guilt, which was ready to face the music, and then, after his three-year prison term, he got his life back together. <br /> <br />***SPOILER ALERT*** Rumors of fellow convicts hearing that Rose and his best friend Fred had an affair behind his back Jimmy broke out of prison and ended up a fugitive from the law. It's in Fred's circus where he worked as a nativity scene and barker that Jimmy saw that Rose and Fred were faithful to him that he had, as in his trial, But the thought of going back to prison, with at least another ten years of his punishment, was just too much for Jimmy! It was then that Jimmy decided to end everything by letting the police, who then tracked him, do the job that he himself didn't have the heart to do for him!",positive
"Bela Lugosi appeared in several of these cheap coolers for Monogram Studios in the 1940s and The Corpse Vanishes is one of the better. <br /> <br />Bela plays a crazy scientist, abducts young brides and kills them and then extracts fluid from her bodies so that he can keep his aging wife looking young. After a reporter and a doctor stay the night in his house and discover that he is responsible for the death of the brides, the following morning they report these murders to the police and the crazy scientist is shot and stops dead night after. <br />You have almost everything in this movie: The scientists' assistants consist of an old witch, a hunchback and dwarf (their sons), a thunderstorm and scary passages in Bela's house. Bela and his wife find them sleeping better in coffins than beds in the movie. <br />The Corpse Vanishes is worth a look, especially for Bela Lugosi fans. Great fun. <br /><br />Rating: 3 out of 5 stars.",positive
"I can't believe I enjoyed this as much as I did. The anthology stories were better than par, but the link story and its surprise ends addicted to me. Many familiar faces keep asking yourself, ""Where have I ever seen them?"" Forget the runtime listed on New Line's band, this is not 103 minutes, after my VCR timer and IMDB. Space Maggot does the campfire in its own way and wanders this an 8.",positive
"The 33 percent of the nations that W. Bush still support would do well to see this film showing the aftermath of the French Revolution and the terror of 1794 as strikingly similar to the post 9/11 socio-political landscape. Perhaps they could then stop worrying about saving the face and taking what they deserve. It is really a shame that if a politician ruins the country, those who voted for it cannot be denied the right to ever vote again. They have clearly shown that they have no sense of character. <br /> <br />What really stands out in this film is the ambiguity of such a hopelessly doctrinal character as Robespierre; a haunting, empty man who cannot help the simplistic reductive ideology to clarify the boundaries between security and totalitarianism. Execution and murder. Self-defense and patriotism. His legalistic litmus tests worsen the hopeless situation he created. Sounds like all martial, overprivileged, retarded Yale cheerleaders you know? <br /> <br /> <br /> The Slovenian deparidieu is blown up by the screen. Robespierre's need is so appealing, it is comforting to know that shortly after the end of the film he will shoot down his jaw and be sent to the guillotine.",negative
"As someone has already mentioned on this board, it is very difficult to make a fake documentation. It requires enormous skill, speed, patience, directorial 'distance', a plausible premise, a narrative 'river' and truly credible action (aka GREAT Acting). <br />This is not the case with 'Love Machine'. It begins to show its faux hand over the 20-minute mark (still to be seen at 60 minutes), and the viewer begins to realize that he or she is being recorded. It is downhill from there. <br /> <br /> <br Director Gordon Eriksen just came to the climax too early. But to be fair to Eriksen, his problems began early: As he explains in the extras, he wanted to make a REAL doctoral candidate, could not get funding and let himself be chosen for a cheaper way to shoot his film. <br />The premise -- people who have secret lives by publishing on a porn site -- was perhaps more interesting in 1997-98 than the movie was made. Eriksen does a lot of tricky stuff -- a pushy 'guest', hand cameras, zooms, grainy black and white The film is confusing and forced, but what finally crushes it is the credibility of the actors and the rather terrible dialogue.",negative
"The Hills Have Eyes II is what you would expect and nothing more. Of course, it won't be an Oscar nominated film, it's just entertainment that you can just lose in 90 minutes. <br /> <br />The plot is basically about a group of National Guard trainees fighting against the notorious mutated Hillbillies on their last day of training in the desert. It's just that they fight back throughout the movie, which involves a lot of violence (which is basically The whole movie) as blood and guts constantly flying around throughout the whole thing, and also a graphic rape scene that is thrown in pointless to shock the audience. <br /> <br />I would give the Hills Have Eyes II 4 out of 10 for pure entertainment, and that only. Although even then I found myself looking more and more at my watch as the movie continued as it began to pull, because it continued to try to shock the audience with graphics gores and the occasional jump scene, just to The Hills Have Eyes II is just a decent conversation, something to pass time when you get bored, and nothing else. <br /> <br />4/10",negative
"I laughed all the way through this lazy movie. It's so incredible. A woman leaves her husband after many years of marriage, has a breakdown in front of a real estate office. What happens? The office manager comes out and offers her a job!!! Hilarious! Next you know that the two women are there. Yes, they are lesbians! Nothing rings true in this ""Lifetime for Women with nothing better to do"" movie. Clunky dialogue like ""I don't want to spend the rest of my life feeling like I have a chance There is a wealthy, distant mother who disapproves of her daughter's new relationship. A naughty black maid - incredible that in 2003 a film is made in which there is a naughty black maid. Hattie McDaniel has to shoot in her grave. The woman has a man who freaks out and wants custody of the snotty teenage children. Sheesh! No cliché remains unturned.",negative
"NO SPOILERS!! <br />After Hitchcock's successful first American film, Rebecca, based on Daphne DuMarier's sumptuous novel of gothic romance and intrigue, he returned to some of the more familiar themes of his early British era - false identity and espionage. When the US settled in World War II and the large-scale ""war efforts"" of civilians who built planes, weapons and other necessary militias, the booming film entertainment business began to become paranoid and often jingoistic thrillers with war. These thrillers often involved networks of deceptive and experienced operators working in the shadows among the good, law-abiding citizens. Knowing that the director was at home in this espionage genre, producer Jack Skirball approached Hitchcock via the management of a property he owned, which dealt with corruption, war-time sabotage and a helpless hero thrust into a vortex of chance and false identity. The darker elements of the narrative and the sharp wit of the literary Maven Dorothy Parker (during their Short stint in Hollywood before returning to her Bohemian roots in NYC, who co-authorized the script, perfectly matched Hitchcock's sensibilities. <br /> <br />This often neglected film tells the story of the unfortunate 25-year-old Barry Kane (Robert Cummings), who meets the new employee Frank Frye (Norman Lloyd) during his work in a Los Angeles Airplane Factory and is framed for sabotage a few moments later. his trip to Soda City Utah and finally New York City. These memorable characters include a circus caravan with a car full of helpful 'freaks' and a popular poster model Patricia Martin (Priscilla Lane), who falls madly in love with him during the worst crisis of his life as well as national security! Of course, in the land of Hitchcock, Patricia, kidnapped by the alleged saboteur Barry, falls into her captor and thus adds romantic tension to the mixture. a national network of demented old ladies, average Joes and respectable businessmen who double as secret agent terrorists, who shelter criminals, pull weapons, and bombs to keep things moving. It's a great act that takes its time to move forward and once ignited, culminates in one of Hitchcock's more memorable finals. Look for incredible lives like NYC tourist attractions (all re-created by art directors in Hollywood through the wartime ""shoot ban"" of public attractions). Saboteur may not be one of Hitchcock's most famous movies, it's a popular B-movie, which is certainly solid and engaged with many clever plot twists and as usual - great Hitchcock villains. Remember to look for Hitchcock's Cameo appearance in front of a drug store in the second half of the movie. Hitchcock's original Cameo idea, which was shot (he fought in sign language with his ""dead"" wife) was from the Bureau of Standards and Practices that were afraid to offend the pigeons!",positive
"I just saw The Dresser tonight, after I first saw it, about a dozen years ago. <br />It's not a ""big"" movie, and doesn't try to make a big splash, but my God, the brilliance of the two leads just leaves me speechless. Albert Finney and Tom Courtenay are nothing less than amazing in this movie. <br /> <br />The dresser is the story of Sir, an aging Shakespearean actor (Finney), and his dresser Norman (Courtenay), a kind of Valet that produces a production of King Lear during the Blitz of London in World War II. These are two men who each depend on the other: Sir is almost helpless without the help of Norman to cajole, wheelle, and tyrannize him on stage for his 227th performance of Lear. And Norman lives his life on behalf of Sir; without needing Sir, he is nothing, or thinks he is, anyway. <br />This is a character driven film; the plot is next to the interaction of the characters, and as such, it requires actors of the highest caliber to bring it to life. life. Finney, only 47 years old, is completely credible as very old, very ill, petulant, bullying, but brilliant stage actor. He hisssss and smokes among his fellow actors even if they take their bows! And Courtenay is no less convincing than the minting dresser, which sometimes has to act more as a mother than a servant of his older employer. Employers are really the wrong term to use, although technically their relationship is that of the employer and employee, most of the time Sir and Norman act like nothing other than an old couple. Yes, there are others in the cast of this movie, but there is no question that the real stars are Finney, Courtenay, and the wonderful script by Ronald Harwood. That's not to say that there are no other beautiful performances, especially Eileen Atkins as the long suffering stage manager Madge. There is a wonderful scene in which Sir and Madge about old desires, old regrets, and what could be. Over these days, it's worth remembering that The Dresser was nominated for five Academy Awards: Best Actors Nominations for Finney and Courtenay, Best Picture, Best Director (Peter Yates) and Best Adapted Screenplay. <br />I had remembered that this was a good movie, but I wasn't ready to be as completely astonished as I was from start to finish. If you want to see an example of what big acting is, and entertain very much all the time, then I encourage you to see The Dresser.",positive
"What happened? What we have here is basically a solid and plausible premise and with a decent and talented actor, but somewhere the movie loses. Actually, it never really went off. There was a little excitement when we find out that Angie isn't really pregnant, then find out that she's after everything, but that was it. Steve Martin, a very talented person and usually brings a lot to a movie, was terrible and his entire character wasn't even close to this movie important, except to make I really would like to have more interactions between the main characters, Kate and Angie, and maybe not try for a pure comedy that was unfortunately not, but maybe a drama with comedian elements. I think if the movie had done this it would have been very funny, since both actresses are pretty funny in their own way and sitting here I can think of numerous scenarios that would have been an uprising.",negative
"I've just seen Fingersmith, and I'm stunned to see the average rating of 8/10 for the show. <br /> <br /> Not only was the plot difficult to follow, but it seems that the character development was randomly applied. <br /> <br />The actors were reasonable, but in the process of trying to create twists and turns, their characters are rendered completely one-dimensional. Once this happens, the story really falls flat and gets boring. <br /> <br />And only in case someone hasn't seen the predictable lesbian undertones. miles way, this is hammered home in the banal terms at the end of the movie. <br />The end scene is disappointing and called, and everyone who went back and ""Ohhh, so they were carpet-munchers all the time!"", must go out for the evening.<br /><br />Two stars for the almond hockey in the previous scene, which was at least a bit bangy, none for the rest of him...",negative
"So let's start!)))) <br /> <br /> <br />The movie itself is as original as Cronenberg's movies would normally appear... <br /> <br /> <br />My intention to see that it was certainly JJL one of my favorite actresses. It's as beautiful as usual, this cutie! <br /> <br /> <br /> I wouldn't say it was my favorite movie from her. Nevertheless, it's very interesting and entertaining to follow. <br /> <br /> <br />The rest of the cast is not extremely impressive, but it's not some kind of miscast star array. ;) <br /> <br /> <>Recommend with confidence!))))",positive
"Apart from being boring, the scenes were oppressive and dark. The film tried to portray a kind of morality, but fell flat with his message. What were the redeeming qualities?? In addition, I don't think that there are librarians looking as unlamourous as it did.",negative
"An unmarried woman named Stella (Bette Midler) is pregnant by a wealthy man (Stephen Collins). He offers to marry her from a sense of commitment, but she makes him flat and decides to raise the child on her own. Everything goes well until the child named Jenny (Trini Alvarado) becomes a teenager and things gradually (and predictable) get worse. <br /> I have seen both the silent version and the sound version of ""Stella Dallas"". No one has influenced me a lot (and I cry lightly), but they were well done when The attempt to remake this in 1990 was just a stupid idea. I think Midler had enough power to get after the incomprehensible success of ""Beaches"" to do this. This (presumably) bombarded. The story is ridiculous and dated according to today's standards. Although Midler and Alvarado give good performances this movie really drags and I was bored stupid at the end. Stephen Collins and Marsha Mason (both good actors) do not help in supporting roles. Flimsy and boring. Really-Who thought that would work? See the 1937 Stanwyck version instead. I'll give it a 1.",negative
"DON'T TORTURE A DUCKLING is one of Fulci's earlier (and frankly, in terms of story line, better...) movies - and although not the typical ""blood bath"", for which Fulci is known - this is still a very unique and enjoyable movie. <br />The story surrounds a small town where a series of child murders take place. Some of the colorful characters involved in the investigation - either as suspects, or those who ""help"" the investigation (or in some cases both) - belong to the city police, a small Reporter, a beautiful and rich ex-drug addict, a young priest and his mother, an old man who practices witchcraft and his female protégé, a mentally disabled city dweller and a deaf/tumble little girl. All these people are interwoven in the plot to create multiple spins and spins until the actual killer is revealed... <br /><br />DON'TTORTURE A DUCKLING is neither a ""classic"" Giallo nor a typical Fulci Gore movie. Although it contains elements of both - it's more of an old-fashioned murder Secret, with darker themes and a few scenes of graphic violence (although nothing almost as strong as some of Fulci's later works). This is a well-written movie with many spins that kept me guessing to the end. Recommended for Giallo/Mord Mystery fans, or anyone who would review some of Fulci's non-platter movies - but don't despair, DON'T TORTURE has even more than it is fairer share of violence and sleaze. Some can be shifted through the theme of child murders, and a main female. Character has a strange habit of meeting very young guys, which is also somewhat disturbing - but if this kind of material doesn't bother you, then give this definitely a look. 8.5/10",positive
